,site_area,structure_type,water_consumption,recycling_rate,utilization_rate,air_quality_index,issue_resolution_time,resident_count,electricity_cost
3254,3300,2,5916.0,83,54,40,62,0,3298.0
3255,2252,4,2326.0,49,92,191,61,0,3335.0
3256,3110,3,3328.0,11,76,0,8,52,2200.0
3257,4375,4,7250.0,57,44,8,41,0,4766.0
3258,1604,1,2839.0,10,83,166,15,86,2548.0
3259,3036,1,6148.0,68,72,64,44,204,3551.0
3260,4699,1,8297.0,41,43,115,1,283,4241.0
3261,4354,2,2765.0,11,63,16,65,0,4215.0
3262,3994,3,7442.0,68,31,66,34,120,2950.0
3263,2414,1,3775.0,12,49,86,4,99,2396.0
3264,3572,2,4607.0,82,45,0,2,0,3317.0
3265,1506,1,2608.0,58,96,151,39,19,2026.0
3266,906,1,1000.0,85,59,121,54,13,1285.0
3267,666,2,1000.0,43,80,147,10,0,1041.0
3268,1008,2,1067.0,71,32,191,42,0,1432.0
3269,2161,3,1000.0,43,80,147,45,110,1700.0
3270,4164,1,3551.0,32,75,123,26,277,4820.0
3271,3989,3,4234.0,28,69,80,27,62,3327.0
3272,1180,1,1361.0,61,58,84,39,60,1086.0
3273,3024,1,5037.0,69,52,167,25,281,4065.0
3274,2620,2,1391.0,37,46,157,29,0,2415.0
3275,4857,3,9233.0,58,98,150,22,154,4016.0
3276,1863,1,3873.0,54,95,22,60,104,2390.0
3277,1831,1,3455.0,85,52,119,52,163,2437.0
3278,2792,2,4542.0,69,52,55,21,0,2466.0
3279,2038,1,1000.0,84,36,46,8,11,1281.0
3280,3908,3,5094.0,65,72,144,66,38,3312.0
3281,1060,3,1261.0,13,91,1,18,103,1726.0
3282,1599,1,2963.0,27,63,105,15,148,2537.0
3283,2403,2,2340.0,38,80,32,3,0,2475.0
3284,674,3,1636.0,48,73,107,59,46,1134.0
3285,2656,1,3866.0,64,99,14,55,171,3089.0
3286,2730,2,5437.0,67,84,31,32,0,3171.0
3287,4787,1,7539.0,56,95,105,11,464,6446.0
3288,4660,2,7934.0,40,87,161,53,0,4966.0
3289,4420,1,5331.0,37,72,187,29,240,4517.0
3290,1997,3,3442.0,36,90,30,67,38,2282.0
3291,4354,1,2411.0,39,67,14,4,130,3643.0
3292,3671,1,6079.0,58,57,147,9,186,3855.0
3293,2067,3,2602.0,51,86,105,57,129,2488.0
3294,1651,1,1056.0,84,70,30,38,100,1971.0
3295,868,1,1376.0,87,79,1,7,25,1239.0
3296,542,1,1048.0,77,90,12,65,26,1355.0
3297,2407,1,4235.0,10,98,95,35,212,3556.0
3298,3990,4,6083.0,53,92,112,47,0,5119.0
3299,3035,3,5508.0,46,55,143,34,278,2423.0
3300,4673,1,2326.0,42,55,14,63,428,5063.0
3301,3373,3,2756.0,30,52,24,9,61,2176.0
3302,2324,2,4991.0,49,81,75,72,0,2584.0
3303,1793,4,4201.0,70,99,27,19,0,3090.0
3304,3886,1,4325.0,22,33,104,26,34,2948.0
3305,3472,2,4317.0,47,30,11,46,0,3081.0
3306,4422,2,3097.0,38,35,120,56,0,3847.0
3307,1492,2,2770.0,62,85,181,10,0,1865.0
3308,2886,2,2063.0,73,58,185,43,0,2574.0
3309,2740,1,1293.0,45,32,112,30,241,3066.0
3310,1976,3,2994.0,14,71,143,40,134,2234.0
3311,3907,2,3521.0,29,38,189,55,0,3635.0
3312,889,4,1361.0,20,88,73,58,0,2097.0
3313,1499,1,1318.0,81,67,137,31,126,2623.0
3314,2355,2,1000.0,37,71,193,72,0,2206.0
3315,1158,4,1137.0,58,79,90,47,0,2255.0
3316,3263,2,4284.0,50,43,51,37,0,2998.0
3317,4163,3,2330.0,27,74,29,57,77,2998.0
3318,1981,3,2913.0,39,62,96,57,179,1984.0
3319,4231,1,4527.0,23,49,15,3,250,4032.0
3320,951,2,2240.0,65,63,137,29,0,1170.0
3321,2975,1,2173.0,82,96,142,45,228,3757.0
3322,3722,2,7632.0,83,96,25,2,0,3913.0
3323,2037,1,2520.0,61,99,188,15,127,3015.0
3324,3593,3,1989.0,75,68,14,18,81,2827.0
3325,1382,2,1000.0,76,72,133,29,0,1615.0
3326,4908,2,6967.0,38,68,108,40,0,4894.0
3327,4568,1,3826.0,36,73,128,3,256,4434.0
3328,3066,4,2618.0,77,30,113,58,0,3027.0
3329,3777,1,3211.0,44,79,86,71,81,3303.0
3330,874,1,1830.0,19,91,162,38,38,1376.0
3331,4197,1,5973.0,35,32,123,29,12,2777.0
3332,3562,4,2417.0,80,37,106,31,0,3823.0
3333,3750,4,5156.0,85,77,88,65,0,4597.0
3334,612,2,1122.0,70,70,128,43,0,1310.0
3335,3697,3,2450.0,78,65,88,27,286,2711.0
3336,2878,1,5391.0,65,86,37,27,150,3578.0
3337,2424,4,3315.0,86,72,40,69,0,3081.0
3338,639,1,1607.0,73,57,139,3,40,1353.0
3339,1924,1,1570.0,50,88,191,29,185,2962.0
3340,3449,1,6424.0,13,58,137,13,289,3995.0
3341,3668,2,5643.0,75,67,154,60,0,3734.0
3342,1016,3,1496.0,46,63,166,67,11,1401.0
3343,3116,1,4272.0,43,94,198,70,243,3961.0
3344,1387,4,1000.0,59,49,69,47,0,1750.0
3345,3604,2,7288.0,79,55,44,68,0,3429.0
3346,549,1,1000.0,84,56,10,33,12,829.0
3347,4451,2,3199.0,51,52,23,6,0,4012.0
3348,4060,2,1929.0,10,100,56,64,0,4042.0
3349,518,3,1000.0,43,51,39,71,35,863.0
3350,1973,2,3091.0,19,76,88,70,0,2686.0
3351,4561,2,6315.0,14,97,36,51,0,4854.0
3352,3106,1,4984.0,53,96,2,67,11,2733.0
3353,951,2,1196.0,28,95,195,22,0,1540.0
3354,4265,4,5547.0,30,98,67,72,0,5410.0
3355,2938,1,4154.0,43,44,120,24,42,2350.0
3356,4810,3,2305.0,38,73,128,65,43,3297.0
3357,2049,2,2354.0,88,80,93,53,0,2624.0
3358,3974,1,2752.0,49,94,44,41,355,4842.0
3359,627,4,1787.0,89,54,30,32,0,1775.0
3360,3261,2,4958.0,27,90,36,69,0,3569.0
3361,4956,1,9272.0,58,46,113,71,107,4110.0
3362,1915,1,1520.0,70,81,196,45,47,2644.0
3363,701,1,1133.0,74,87,42,32,23,1465.0
3364,2869,3,4863.0,84,86,84,28,232,2410.0
3365,1017,2,2297.0,45,67,98,14,0,1325.0
3366,1841,4,1707.0,79,98,3,13,0,2884.0
3367,2488,1,4004.0,16,66,198,50,157,3119.0
3368,4045,1,7333.0,70,63,121,40,147,4007.0
3369,4302,1,4082.0,73,64,28,1,170,3487.0
3370,3775,2,3975.0,83,89,99,47,0,3792.0
3371,4154,4,7308.0,39,68,98,30,0,5034.0
3372,2934,2,6336.0,26,75,95,34,0,3263.0
3373,707,1,1710.0,53,45,105,46,67,1587.0
3374,3133,3,3320.0,81,60,138,1,54,2021.0
3375,4617,3,5193.0,85,43,32,34,69,2952.0
3376,653,1,1000.0,35,76,180,59,11,1389.0
3377,3866,3,6864.0,26,61,120,7,247,3045.0
3378,4814,1,8188.0,44,46,16,65,198,4190.0
3379,2018,1,2065.0,55,85,139,42,188,3084.0
3380,3100,1,2752.0,14,65,0,19,21,2565.0
3381,2695,2,4726.0,54,71,183,13,0,2882.0
3382,4998,2,7904.0,84,48,22,23,0,4441.0
3383,4054,1,7654.0,25,36,6,66,217,4028.0
3384,2914,1,4157.0,67,84,77,3,146,3081.0
3385,3349,3,5450.0,51,59,168,36,276,2610.0
3386,2242,4,4654.0,69,58,52,49,0,2702.0
3387,1806,3,1000.0,65,96,6,72,158,1696.0
3388,4349,1,8701.0,15,63,97,72,213,4533.0
3389,4668,1,1849.0,29,63,193,57,205,3884.0
3390,4695,1,7506.0,33,31,83,64,291,4576.0
3391,3055,1,6055.0,76,56,73,11,156,3235.0
3392,2805,2,2956.0,61,76,180,41,0,2986.0
3393,1588,2,2452.0,19,86,4,6,0,2526.0
3394,3142,3,4297.0,34,46,96,45,282,2435.0
3395,1677,2,2433.0,54,55,100,57,0,1902.0
3396,3494,1,6205.0,87,39,163,33,260,3929.0
3397,1059,1,1503.0,10,68,43,61,53,1421.0
3398,3464,2,6069.0,34,38,109,18,0,3365.0
3399,1771,1,1682.0,85,54,121,7,138,2088.0
3400,2313,1,2314.0,82,49,138,29,131,2684.0
3401,3415,1,3960.0,18,44,191,69,209,3686.0
3402,1109,1,1783.0,51,40,148,16,67,1559.0
3403,2961,1,2121.0,72,45,131,69,130,2707.0
3404,4620,3,6499.0,34,51,88,29,124,2984.0
3405,783,3,1000.0,57,91,34,29,50,1137.0
3406,3428,1,6409.0,64,53,34,16,161,3011.0
3407,4896,1,2940.0,75,65,34,4,180,4018.0
3408,1591,3,1981.0,33,47,166,65,90,1427.0
3409,1316,1,2348.0,53,49,32,72,127,2210.0
3410,582,1,1000.0,65,37,76,1,39,674.0
3411,2420,1,4157.0,44,44,67,3,125,2917.0
3412,3991,1,6578.0,43,76,120,64,244,4249.0
3413,3644,3,6943.0,15,53,171,66,274,2720.0
3414,2593,3,3663.0,58,76,50,57,203,2025.0
3415,675,1,1000.0,25,47,37,18,35,1064.0
3416,3204,1,4999.0,22,61,41,39,169,3319.0
3417,869,1,1665.0,21,71,172,7,50,1535.0
3418,2318,1,2820.0,20,66,29,55,20,2246.0
3419,2601,4,4286.0,56,62,162,17,0,3481.0
3420,3990,2,7326.0,69,30,27,68,0,3306.0
3421,2279,2,4094.0,58,56,168,36,0,2462.0
3422,1864,3,4078.0,61,46,105,1,125,1760.0
3423,4962,3,5399.0,70,75,172,35,238,3368.0
3424,3842,3,3957.0,49,63,47,17,283,3310.0
3425,4176,1,3040.0,80,32,54,28,17,3116.0
3426,2926,1,2987.0,84,85,135,32,219,3590.0
3427,572,2,1000.0,62,41,153,55,0,764.0
3428,3462,1,3457.0,70,55,106,35,274,3681.0
3429,1359,4,2212.0,31,53,124,19,0,2109.0
3430,4356,2,5774.0,47,89,114,4,0,4374.0
3431,4638,4,7214.0,70,87,156,21,0,5058.0
3432,2924,1,1769.0,56,92,54,44,11,2395.0
3433,1564,3,1000.0,36,37,193,62,90,1415.0
3434,2717,1,3728.0,90,55,69,1,207,2796.0
3435,4517,4,3736.0,27,87,47,51,0,5144.0
3436,2759,1,5619.0,29,67,6,17,149,3170.0
3437,4251,2,7855.0,51,78,74,37,0,4176.0
3438,2586,3,3007.0,50,72,122,36,181,2099.0
3439,868,2,1245.0,81,88,79,29,0,1584.0
3440,3304,2,3491.0,67,50,133,69,0,3226.0
3441,650,4,1092.0,49,42,164,3,0,1059.0
3442,1634,2,1867.0,84,32,136,15,0,1640.0
3443,3284,2,4132.0,39,61,2,67,0,3276.0
3444,4664,1,5066.0,21,50,180,69,435,5571.0
3445,2846,3,2163.0,71,43,92,21,167,2031.0
3446,2750,2,2527.0,71,37,116,23,0,2480.0
3447,560,2,1000.0,79,36,135,47,0,853.0
3448,3510,1,5831.0,24,88,167,34,61,3299.0
3449,4401,2,2615.0,16,31,16,41,0,3740.0
3450,1837,1,2585.0,15,98,125,47,56,2430.0
3451,1684,1,3813.0,36,73,107,31,45,2174.0
3452,4926,2,8062.0,11,95,197,35,0,5063.0
3453,2051,1,3613.0,15,47,46,7,79,1905.0
3454,4933,1,3824.0,70,45,10,45,297,4554.0
3455,2129,2,3208.0,41,41,137,57,0,2192.0
3456,1827,1,3906.0,38,89,60,22,53,2318.0
3457,2026,1,3079.0,74,83,129,70,153,2978.0
3458,2173,1,2703.0,24,69,156,21,80,2443.0
3459,1861,2,3879.0,19,72,69,49,0,2339.0
3460,2073,2,2196.0,19,51,50,47,0,2084.0
3461,3186,3,5948.0,19,33,72,27,154,2503.0
3462,4870,1,9222.0,46,50,127,10,169,4348.0
3463,2866,1,1357.0,41,52,193,44,23,2257.0
3464,4257,1,8377.0,45,71,67,51,419,5365.0
3465,2934,2,2580.0,73,70,56,18,0,2930.0
3466,2493,4,3018.0,24,45,168,68,0,3022.0
3467,1369,1,1835.0,82,65,93,38,82,1572.0
3468,1514,1,2958.0,25,46,191,36,150,2059.0
3469,2411,1,4185.0,55,83,131,60,137,3321.0
3470,1102,2,1882.0,53,36,128,68,0,1447.0
3471,4321,2,4813.0,85,70,6,45,0,3845.0
3472,1190,2,1986.0,44,91,81,9,0,1782.0
3473,993,3,1000.0,60,86,135,13,98,1268.0
3474,989,2,1000.0,67,62,93,57,0,1351.0
3475,3056,1,3997.0,14,55,78,57,277,4007.0
3476,4985,1,7426.0,47,53,185,37,182,4387.0
3477,794,2,1081.0,15,60,9,47,0,1460.0
3478,4527,2,7476.0,60,56,109,11,0,4445.0
3479,3343,2,5207.0,23,78,193,28,0,3431.0
3480,3412,2,2638.0,57,95,105,6,0,3219.0
3481,2217,2,2379.0,21,99,114,33,0,2849.0
3482,3096,3,3958.0,61,60,149,14,153,2223.0
3483,2373,2,2573.0,77,54,179,47,0,2436.0
3484,3758,3,6228.0,68,45,176,29,317,2752.0
3485,3317,1,3827.0,27,35,66,15,158,3397.0
3486,944,2,2103.0,62,98,3,56,0,1862.0
3487,4141,4,6402.0,40,46,88,69,0,4373.0
3488,4958,1,6432.0,44,38,184,31,33,3581.0
3489,1241,3,2080.0,13,91,68,19,52,1857.0
3490,2541,3,1332.0,18,42,52,18,132,2042.0
3491,1179,1,1000.0,24,36,182,58,14,1068.0
3492,2967,2,1609.0,51,47,151,70,0,3050.0
3493,4197,1,5301.0,68,74,82,30,120,4194.0
3494,1858,4,1000.0,82,53,126,35,0,2636.0
3495,562,3,1000.0,41,84,139,17,42,1524.0
3496,3059,1,3804.0,89,61,182,16,168,3117.0
3497,4269,1,6013.0,54,36,46,68,18,3328.0
3498,4851,2,4440.0,14,49,26,33,0,4077.0
3499,634,1,1000.0,40,48,145,36,58,1234.0
3500,4144,1,3963.0,34,91,50,11,44,3320.0
3501,2635,2,4055.0,65,43,86,60,0,2459.0
3502,3778,1,4898.0,10,61,187,4,17,2919.0
3503,1322,1,2310.0,70,38,184,63,84,1494.0
3504,3574,3,4830.0,76,78,120,5,154,2665.0
3505,3481,4,6699.0,76,45,66,64,0,3685.0
3506,620,3,1000.0,51,53,1,4,25,1154.0
3507,2137,3,3973.0,68,59,138,35,29,2252.0
3508,1424,1,2881.0,59,37,100,26,87,2213.0
3509,1144,1,1790.0,86,39,140,26,31,1229.0
3510,2532,1,1823.0,43,65,167,19,191,3047.0
3511,3261,3,3678.0,77,53,133,37,80,2562.0
3512,2568,4,1869.0,63,37,11,11,0,2412.0
3513,741,3,1322.0,23,30,42,66,20,671.0
3514,3168,3,4938.0,41,62,71,31,218,2188.0
3515,1302,2,1985.0,79,60,72,18,0,1771.0
3516,4664,1,5909.0,90,91,3,44,86,3795.0
3517,695,2,1000.0,17,64,164,16,0,1474.0
3518,2687,1,3235.0,44,73,163,58,90,2746.0
3519,4015,1,2618.0,33,76,31,2,257,4171.0
3520,2830,2,5415.0,12,61,184,59,0,3026.0
3521,2859,2,4827.0,90,92,139,48,0,3276.0
3522,4106,2,6198.0,45,51,145,36,0,3696.0
3523,776,2,1256.0,60,36,188,8,0,1224.0
3524,560,1,1621.0,90,35,30,36,13,740.0
3525,3890,2,7310.0,66,70,167,25,0,3929.0
3526,2413,2,3169.0,68,41,106,40,0,2344.0
3527,4427,1,7991.0,31,69,173,4,217,4249.0
3528,3091,3,4926.0,46,98,166,43,168,3165.0
3529,1066,2,2248.0,84,87,62,27,0,1599.0
3530,4435,2,8310.0,21,32,54,38,0,4084.0
3531,2071,3,3633.0,30,72,39,38,94,2148.0
3532,1700,3,2016.0,24,37,156,64,150,1203.0
3533,4909,3,4344.0,21,42,138,17,122,3138.0
3534,3354,1,4359.0,65,85,96,13,262,4180.0
3535,3395,1,5245.0,25,48,38,24,38,2614.0
3536,1736,1,1633.0,42,52,171,7,147,2237.0
3537,636,1,1000.0,52,72,19,64,42,1427.0
3538,1529,4,1336.0,58,53,95,63,0,2125.0
3539,2656,2,2512.0,87,32,84,22,0,2375.0
3540,3094,1,5512.0,27,43,100,53,132,3050.0
3541,1161,1,1000.0,25,62,26,12,86,1653.0
3542,2972,1,5779.0,49,56,37,72,44,2474.0
3543,3177,2,3376.0,76,41,86,22,0,2895.0
3544,2808,3,3434.0,71,75,97,39,167,1899.0
3545,586,3,2221.0,88,100,75,47,57,1500.0
3546,3012,4,2993.0,36,75,10,64,0,3784.0
3547,3442,1,1826.0,90,45,163,44,183,3094.0
3548,3273,1,1533.0,23,87,159,16,244,3614.0
3549,3004,1,4258.0,75,43,106,59,208,3365.0
3550,3810,1,4543.0,36,72,189,34,186,3859.0
3551,2200,4,2141.0,63,54,123,46,0,2795.0
3552,4170,2,5317.0,69,44,15,70,0,3336.0
3553,3200,3,1942.0,49,59,41,55,217,2464.0
3554,4129,2,7801.0,54,73,158,24,0,4271.0
3555,2147,1,3843.0,77,38,69,27,78,2017.0
3556,3818,1,8022.0,77,40,12,16,143,3207.0
3557,4187,2,8958.0,72,95,35,2,0,4365.0
3558,1096,3,1062.0,86,51,74,31,11,1067.0
3559,984,1,2485.0,49,49,138,63,12,1485.0
3560,1145,3,1960.0,50,58,123,47,62,1360.0
3561,3589,3,2991.0,70,92,125,19,19,2466.0
3562,4884,2,4437.0,74,70,47,56,0,3932.0
3563,1220,3,1637.0,10,77,147,11,33,1405.0
3564,998,2,1701.0,18,56,156,8,0,1510.0
3565,2173,2,3621.0,84,60,18,6,0,2141.0
3566,3567,3,2941.0,89,54,124,31,121,2604.0
3567,614,4,1000.0,24,78,133,50,0,1721.0
3568,3479,1,5724.0,68,99,55,29,287,4881.0
3569,2236,2,1000.0,75,93,126,21,0,2538.0
3570,4111,1,7890.0,19,85,99,41,326,5096.0
3571,2753,1,2387.0,58,36,118,69,231,2958.0
3572,2794,2,5368.0,20,99,145,69,0,3321.0
3573,4130,4,4918.0,39,64,41,56,0,4702.0
3574,646,1,1000.0,32,50,59,28,12,977.0
3575,4482,1,5384.0,31,76,55,34,269,4123.0
3576,3953,1,4370.0,60,89,2,56,188,4178.0
3577,2910,2,5229.0,51,46,166,55,0,3022.0
3578,636,1,1068.0,38,46,42,44,13,1114.0
3579,3860,1,1905.0,54,100,155,32,304,4853.0
3580,3505,3,2259.0,42,54,169,29,40,2542.0
3581,4052,1,3681.0,48,63,136,3,210,4395.0
3582,518,2,1000.0,82,55,83,69,0,1107.0
3583,2742,3,3021.0,74,35,17,11,39,1368.0
3584,948,1,1348.0,59,39,88,48,48,1297.0
3585,2448,2,3258.0,57,32,20,53,0,2480.0
3586,1445,2,2600.0,46,88,153,56,0,1888.0
3587,4736,2,7280.0,87,98,22,53,0,4635.0
3588,2420,2,4014.0,42,77,137,26,0,2986.0
3589,3477,1,3161.0,15,52,171,9,108,2932.0
3590,4688,3,7550.0,79,34,12,65,34,3071.0
3591,4515,3,7632.0,64,85,180,56,258,3783.0
3592,738,1,1077.0,53,67,36,28,67,1192.0
3593,704,1,1000.0,59,36,183,23,46,1068.0
3594,3107,1,6015.0,63,46,186,31,173,3077.0
3595,4840,1,7303.0,72,38,139,66,404,5261.0
3596,3888,2,3220.0,25,75,2,61,0,3778.0
3597,3472,1,5682.0,56,66,141,16,115,3514.0
3598,4890,1,4657.0,66,36,162,59,311,4788.0
3599,3187,3,3810.0,11,46,97,48,286,2264.0
3600,4666,1,4811.0,46,70,92,17,395,5522.0
3601,1848,3,1859.0,32,93,157,35,48,2187.0
3602,4900,3,6661.0,22,86,70,59,108,3386.0
3603,1316,1,2282.0,74,74,117,41,42,1956.0
3604,1320,3,1547.0,57,37,193,37,114,1234.0
3605,692,3,1000.0,16,39,145,30,40,896.0
3606,2276,1,3621.0,40,83,25,16,141,3097.0
3607,4145,1,3224.0,72,95,173,47,332,4911.0
3608,750,2,1273.0,54,73,139,28,0,1569.0
3609,2288,4,4120.0,65,77,185,21,0,3516.0
3610,4200,2,5200.0,73,100,56,41,0,4249.0
3611,2963,1,2611.0,31,31,159,45,74,2520.0
3612,1667,2,1868.0,72,35,112,64,0,1861.0
3613,4393,2,4709.0,89,74,63,13,0,4112.0
3614,1596,2,3083.0,37,39,65,43,0,1921.0
3615,3179,3,6353.0,53,38,164,58,182,2223.0
3616,2347,2,3757.0,23,61,141,20,0,2400.0
3617,4404,3,7421.0,28,31,137,63,176,2798.0
3618,1004,3,1932.0,69,50,103,1,96,1420.0
3619,2121,2,3448.0,86,32,192,23,0,1698.0
3620,2972,1,2085.0,11,52,63,33,251,3716.0
3621,3046,3,6736.0,60,66,168,57,226,2752.0
3622,1887,4,2556.0,87,65,118,54,0,2517.0
3623,3494,1,7273.0,43,43,20,66,150,3135.0
3624,4316,2,2289.0,60,44,196,31,0,3668.0
3625,1217,1,2296.0,28,64,8,54,10,1452.0
3626,3984,3,5816.0,45,51,136,16,107,2927.0
3627,4934,3,9728.0,35,76,145,37,166,3385.0
3628,1158,1,2785.0,44,65,119,7,70,1710.0
3629,4508,3,4537.0,72,44,68,1,360,2710.0
3630,4734,1,6880.0,13,87,61,18,81,4295.0
3631,4264,3,4984.0,12,60,143,42,395,3207.0
3632,3489,2,3308.0,14,70,120,39,0,3330.0
3633,2604,1,1639.0,38,55,3,26,21,2339.0
3634,1755,1,1725.0,28,59,148,65,65,1968.0
3635,2982,1,3868.0,26,41,118,57,234,3391.0
3636,883,2,2186.0,43,60,113,69,0,1533.0
3637,3107,2,4980.0,29,31,100,17,0,2971.0
3638,693,1,1000.0,37,49,171,7,39,1146.0
3639,4307,1,2783.0,82,87,112,71,306,5093.0
3640,4219,1,2666.0,76,49,75,12,130,3288.0
3641,3081,3,2277.0,19,63,154,38,260,2222.0
3642,3065,3,1054.0,30,89,161,48,169,2940.0
3643,3263,1,3170.0,13,63,3,55,157,3241.0
3644,3298,2,4831.0,31,66,50,54,0,3431.0
3645,2839,1,3979.0,80,96,129,72,66,3191.0
3646,3906,4,5222.0,71,48,159,15,0,4561.0
3647,1231,4,1000.0,21,81,129,30,0,2294.0
3648,3372,2,5819.0,20,73,57,55,0,3605.0
3649,3620,4,6288.0,31,56,149,21,0,3979.0
3650,4677,3,4785.0,38,67,18,60,71,3243.0
3651,3104,3,2420.0,70,50,19,8,95,1977.0
3652,2882,2,2226.0,70,67,99,47,0,3042.0
3653,1031,1,1000.0,36,42,145,36,57,1563.0
3654,4816,1,5996.0,56,50,177,26,220,4466.0
3655,1134,1,1000.0,23,71,13,70,16,1375.0
3656,2269,2,3036.0,16,77,19,34,0,2441.0
3657,4304,1,3817.0,24,75,44,60,76,3450.0
3658,2870,1,4565.0,55,86,87,23,261,3934.0
3659,502,2,1000.0,37,81,46,41,0,963.0
3660,705,1,1201.0,52,51,56,69,43,1172.0
3661,4635,2,3890.0,19,46,30,55,0,3737.0
3662,3121,4,1597.0,60,55,179,45,0,3622.0
3663,3390,3,6675.0,12,68,99,61,114,2670.0
3664,3693,2,5896.0,85,100,45,33,0,4275.0
3665,3166,2,1159.0,86,92,134,52,0,3488.0
3666,3806,2,4992.0,53,80,48,19,0,3705.0
3667,1397,1,2571.0,63,59,150,8,96,2008.0
3668,1585,3,1795.0,43,70,40,70,78,1793.0
3669,1779,1,2090.0,74,62,131,6,116,2005.0
3670,1170,1,2711.0,34,79,94,72,76,2295.0
3671,2005,3,1737.0,72,92,81,57,97,2073.0
3672,4075,1,4491.0,79,68,108,60,228,4023.0
3673,2455,1,2005.0,54,57,158,19,171,2924.0
3674,749,1,1426.0,77,47,46,52,60,1041.0
3675,2392,1,4778.0,35,88,99,41,52,2803.0
3676,3939,1,6701.0,35,95,17,38,30,3523.0
3677,2353,1,3531.0,35,72,6,69,21,2154.0
3678,3354,2,7955.0,87,42,37,16,0,3320.0
3679,2003,3,3050.0,71,30,172,39,41,1688.0
3680,3885,1,5977.0,70,61,27,51,184,3752.0
3681,4071,3,8390.0,11,39,186,5,378,3045.0
3682,4292,1,2166.0,50,44,17,62,363,4325.0
3683,3926,1,5154.0,54,46,8,41,96,3291.0
3684,543,1,1115.0,23,92,106,67,10,1169.0
3685,4112,2,7291.0,46,83,15,59,0,4178.0
3686,3118,2,6481.0,11,52,61,19,0,3222.0
3687,3663,2,6705.0,14,100,127,62,0,4141.0
3688,1788,3,3292.0,11,79,39,53,77,2274.0
3689,3442,2,4550.0,10,88,100,66,0,3530.0
3690,719,2,1000.0,57,65,93,8,0,1291.0
3691,2425,4,1346.0,31,35,57,46,0,2195.0
3692,3472,1,5634.0,50,95,193,12,282,4346.0
3693,4013,1,5195.0,34,61,196,65,291,4465.0
3694,2948,3,3713.0,55,82,105,23,170,2837.0
3695,3971,2,3902.0,18,98,93,39,0,4057.0
3696,3274,1,6071.0,70,31,18,60,201,3497.0
3697,1490,1,1787.0,56,72,26,27,147,2119.0
3698,3446,2,5737.0,83,69,29,57,0,3368.0
3699,2312,2,4934.0,88,97,44,44,0,2690.0
3700,1303,1,1141.0,12,33,158,70,109,1592.0
3701,989,4,1000.0,17,75,35,28,0,1838.0
3702,4056,3,6377.0,34,49,166,23,119,2809.0
3703,1993,2,3485.0,45,43,49,34,0,2455.0
3704,4145,2,3713.0,52,43,93,25,0,3550.0
3705,3391,3,1317.0,59,78,37,11,60,2252.0
3706,2205,1,2523.0,72,32,138,48,43,1752.0
3707,4016,1,2575.0,43,50,80,65,178,3857.0
3708,3840,2,3083.0,82,90,73,10,0,3576.0
3709,553,3,1000.0,19,31,15,26,35,975.0
3710,3075,1,5337.0,36,50,178,10,303,4098.0
3711,4091,4,7574.0,22,39,166,18,0,4295.0
3712,1115,2,1643.0,60,48,91,60,0,1317.0
3713,1454,1,2525.0,77,82,150,45,57,1856.0
3714,2933,1,4300.0,25,78,109,26,37,2766.0
3715,2129,1,3018.0,21,37,64,9,129,2342.0
3716,3281,3,3028.0,34,86,48,36,245,2982.0
3717,1149,4,1612.0,58,53,188,15,0,1932.0
3718,2847,2,5088.0,25,76,181,24,0,3050.0
3719,4990,4,10513.0,11,50,140,40,0,5682.0
3720,3778,3,4095.0,82,37,199,2,85,2649.0
3721,3140,2,1183.0,86,48,82,4,0,2563.0
3722,4301,2,8030.0,87,59,151,20,0,4014.0
3723,3061,2,3368.0,85,55,103,39,0,3038.0
3724,3749,2,2122.0,44,49,176,45,0,3415.0
3725,870,1,1000.0,31,74,122,26,74,1475.0
3726,1357,2,2604.0,57,93,164,60,0,2190.0
3727,883,1,1313.0,73,59,106,69,69,1425.0
3728,4377,3,7979.0,76,82,25,68,234,3493.0
3729,3052,3,4575.0,31,79,109,70,278,2448.0
3730,4834,1,6055.0,82,91,169,31,462,5826.0
3731,4790,1,3901.0,56,71,2,69,61,4108.0
3732,3225,2,3109.0,49,57,104,7,0,2915.0
3733,4534,2,7294.0,62,87,188,69,0,4801.0
3734,3793,1,2947.0,12,60,170,4,110,3250.0
3735,4751,2,3100.0,15,88,72,37,0,4215.0
3736,4488,1,2616.0,23,41,64,2,369,4427.0
3737,1422,1,1142.0,67,74,145,49,52,1713.0
3738,3415,1,4377.0,16,95,66,17,229,4501.0
3739,3450,1,4718.0,38,97,141,17,259,4246.0
3740,3546,3,4518.0,12,61,191,40,221,2809.0
3741,1474,4,1000.0,22,70,31,51,0,2511.0
3742,1730,2,2637.0,45,84,195,28,0,2392.0
3743,2935,2,4821.0,47,98,187,46,0,3587.0
3744,2314,1,1000.0,84,34,100,49,177,2391.0
3745,3434,2,5889.0,69,92,148,17,0,3420.0
3746,1863,1,2163.0,82,33,105,27,51,1460.0
3747,4440,2,8084.0,31,70,154,62,0,4076.0
3748,703,4,1000.0,30,41,132,11,0,1181.0
3749,660,1,1657.0,42,66,66,44,46,637.0
3750,4987,3,7661.0,13,84,168,36,477,4004.0
3751,1268,1,2301.0,89,74,107,16,32,1760.0
3752,4248,1,3757.0,53,57,1,60,332,4414.0
3753,3081,1,5598.0,10,88,42,52,119,3135.0
